Compound1 -328.66277275607 -12.0760958015453 2.8651035844814 0.270586189813912
Compound2 -494.193161791191 -14.6155034496915 2.45814135298133 0.873805371345952
Compound3 -450.896003423259 -12.5265734698623 9.06022124458104 0.110570507822558
Compound4 -493.989191018045 -12.4819980303291 4.73323616548441 0.043357097543776
Compound5 -419.05625378713 -14.5974085154012 3.69371877168305 0.659686531173065
Compound6 -357.742985291407 -12.1771662288811 4.59183902945369 0.0652565713971853
Compound7 -321.027613943443 -14.8479910867754 7.93530767667107 0.468546746764332
Compound8 -388.899554125965 -12.8693541402463 7.09490010165609 0.949638288002461
Compound9 -445.444991439581 -14.2224796728697 8.60748208709992 0.989102170569822
Compound10 -402.765622735023 -14.1558904296253 3.35079866345041 0.378301483346149
Compound11 -331.713722925633 -12.8601792370901 8.69229268049821 0.0827852075453848
Compound12 -441.693981643766 -13.1105685050134 14.5292408578098 0.0982528729364276
Compound13 -377.422006661072 -13.9155496372841 14.3089727300685 0.900225721532479
Compound14 -309.260783251375 -13.8578492500819 1.99104074039496 0.589996166294441
Compound15 -389.741587871686 -13.5817944451701 1.16959171020426 0.601281618466601
Compound16 -390.120795276016 -12.3329215049744 8.26495857909322 0.733964074635878
Compound17 -490.815213741735 -14.1865584366024 5.31305771903135 0.822705466067418
Compound18 -315.400348510593 -13.2694133701734 1.16823439719155 0.0815015551634133
Compound19 -389.826795272529 -13.4727257096674 8.12829491682351 0.338292440865189
Compound20 -426.871061976999 -12.0060029472224 12.7610840380657 0.812206015689299
Compound21 -319.150484679267 -14.0234278575517 1.62444204906933 0.495938951149583
Compound22 -474.589527118951 -14.5208366734441 13.9217275218107 0.610625314060599
Compound23 -385.164612578228 -12.2627835853491 13.5853923694231 0.0922864435706288
Compound24 -413.318069512025 -14.5639470100868 12.0377991325222 0.585259419400245
Compound25 -445.5543899443 -12.028292727191 9.35397330787964 0.416743596317247
Compound26 -459.203327540308 -13.686936071841 5.69804884842597 0.0426656093914062
Compound27 -494.980790186673 -12.2673785083462 12.9038600600325 0.132470982847735
Compound28 -330.346868280321 -12.32601390942 3.44360646558926 0.517165346769616
Compound29 -460.091056674719 -13.4914911298547 10.411572722951 0.645144937559962
Compound30 -430.770327057689 -14.2062690490857 5.74397477670573 0.615990782156587
Compound31 -379.887070599943 -13.5778787685558 7.66870522289537 0.727181021589786
Compound32 -470.639797579497 -12.2638184346724 0.293301347410306 0.478666329756379
Compound33 -443.176642945036 -14.3848233008757 5.69596878136508 0.0822782628238201
Compound34 -413.026920193806 -12.0130565918516 7.64889718964696 0.0644330480135977
Compound35 -311.705510178581 -13.1700771306641 9.68061306746677 0.651254466036335
Compound36 -337.17379081063 -13.2713572634384 11.501350243343 0.871957925148308
Compound37 -481.665077386424 -14.0144419090357 7.26177949458361 0.157570175593719
Compound38 -477.067767409608 -12.1398139041848 5.96789459581487 0.572066411841661
Compound39 -482.65811111778 -14.3449537928682 0.718754451954737 0.506083470303565
Compound40 -334.118294669315 -13.4676847925875 4.10939345369115 0.137175363488495
Compound41 -336.014132807031 -12.4891135857906 5.22433597943746 0.430908979149535
Compound42 -381.083661876619 -14.9558308648411 14.9271843256429 0.855681384447962
Compound43 -388.336168183014 -13.5447782550473 4.4680804037489 0.786508336197585
Compound44 -478.020676923916 -14.4785785570275 1.47926487377845 0.302747648442164
Compound45 -459.107035119087 -12.9076991959009 3.11901451670565 0.677675942191854
Compound46 -499.117166781798 -12.922593388008 4.04250186402351 0.104003962827846
Compound47 -384.517010767013 -13.07493973081 3.21232623187825 0.801804753020406
Compound48 -375.156644219533 -12.8935012619477 2.40496369195171 0.0595237426459789
Compound49 -452.572186337784 -13.2965459567495 6.50296331383288 0.684566900832579
Compound50 -484.185903053731 -13.3738733434584 11.405619259458 0.124121334170923
Compound51 -337.158806016669 -14.4726330921985 7.09483022801578 0.863660227041692
Compound52 -493.001874815673 -14.3596614841372 5.86062679882161 0.195087344851345
Compound53 -473.093945067376 -14.7740931815933 10.2070171083324 0.85461600124836
Compound54 -469.46450243704 -14.87767692958 6.4454589842353 0.935732339974493
Compound55 -390.471257641912 -13.2745268787257 1.15573840448633 0.812528763199225
Compound56 -499.001493817195 -14.6786283419933 3.9956611872185 0.432847696822137
Compound57 -374.49211589992 -12.7398940371349 1.93056656979024 0.144718590890989
Compound58 -335.285587003455 -14.7528824864421 13.5161364544183 0.559215562185273
